Name; Blog; Error; Improved; new URL; accessable
BioMOBY API;null;No link;false;;false
BioMart API;null;No link;false;;false
BioMortar API;null;No link;false;;false
BioVenturist;null;No link;false;;false
BioWeb.me API;null;No link;false;;false
Biodiversity Heritage Library API;http://blog.biodiversitylibrary.org/;-;false;;false
Biodiversity Taxonomic Catalogue;null;No link;false;;false
Biofab Data Access API;null;No link;false;;false
BiologicalNetworks API;null;No link;false;;false
BiometryCloud API;null;No link;false;;false
Biomolecular Interaction Network Database API;null;No link;false;;false
Biosafety Clearing-House API;null;No link;false;;false
Bioscoopagenda iGoogle Gadget;null;No link;false;;false
Biosemantics ACCCA API;null;No link;false;;false
Biosemantics JANE API;null;No link;false;;false
Biotea API;null;No link;false;;false
Birdback API;http://blog.birdback.com/;-;false;;false
Birds of Central Park Map;null;No link;false;;false
Birds of the World;null;No link;false;;false
BirdsEye Real Estate Search;null;No link;false;;false
Birdseye Mail API;http://blog.birdseyemail.com/;-;false;;false
BirthdayGram;null;No link;false;;false
Biscom Fax API;http://blog.biscom.com/;-;true;http://biscom.com;true
Bislr API;http://www.bislr.com/blog;-;false;;false
Bistip API;http://blog.bistip.com/;-;false;;false
Bistri Conference API;http://blog.bistri.com/;-;false;;false
Bit-Pay API;null;No link;false;;false
Bit.ly API;http://blog.bitly.com/;-;false;;false
Bit.ly Social Data API;http://blog.bitly.com/;-;false;;false
Bit2c API;null;No link;false;;false
BitBalloon API;null;No link;false;;false
BitDeli API;http://blog.bitdeli.com/;java.net.ConnectException;true;http://bitdeli.com;false
BitDroid;null;No link;false;;false
BitInstant API;http://blog.bitinstant.com/;-;false;;false
BitMarket API;null;No link;false;;false
BitMinter API;null;No link;false;;false
BitMyMoney API;null;No link;false;;false
BitPay Payment Gateway API;null;No link;false;;false
BitStamp API;null;No link;false;;false
BitTarget API;null;No link;false;;false
BitTorrent Sync API;http://blog.bittorrent.com/;-;true;http://bittorrent.com;true
BitTrust API;null;No link;false;;false
Bitacoras.com API;null;No link;false;;false
Bitcasa API;http://blog.bitcasa.com/;java.net.ConnectException;false;;false
Bitcoin 24/7 API;null;No link;false;;false
Bitcoin Calculator;null;No link;false;;false
Bitcoin Charts / Markets API;null;No link;false;;false
Bitcoin Ego;null;No link;false;;false
Bitcoin Exchange Rates;null;No link;false;;false
Bitcoin Payflow API;null;No link;false;;false
Bitcoin Price Ticker;null;No link;false;;false
Bitcoin Sentiment API;null;No link;false;;false
Bitcoin-Contact API;null;No link;false;;false
Bitcoin-Status API;null;No link;false;;false
BitcoinAverage API;null;No link;false;;false
BitcoinIndexes;null;No link;false;;false
BitcoinJS Wallet API;null;No link;false;;false
BitcoinMonitor API;null;No link;false;;false
Bitcurex API;null;No link;false;;false
Bitdango Market Search;null;No link;false;;false
BiteFinder UK;null;No link;false;;false
BiteHunter API;http://blog.bitehunter.com/;-;true;http://bitehunter.com;true
Biteasy Blockchain API;https://blog.biteasy.com/;java.net.ConnectException;false;;false
Bitext API;http://www.bitext.com/blog.html;java.net.UnknownHostException;true;http://www.bitext.com;false
Bitfinex API;null;No link;false;;false
Bitfloor API;https://plus.google.com/109620439233076225324/posts;-;false;;false
Bitl.in API;null;No link;false;;false
Bitlab API;null;No link;false;;false
Bitlan API;null;No link;false;;false
Bitlove API;null;No link;false;;false
Bitrix Platform API;null;No link;false;;false
Bitrix24 API;null;No link;false;;false
BitsOfTreats.com;null;No link;false;;false
Bitsmash API;null;No link;false;;false
Bitsnbobs API;null;No link;false;;false
Bitter Cyclist;null;No link;false;;false
Bitwat.ch;null;No link;false;;false
Bitx API;null;No link;false;;false
BizScrambler;null;No link;false;;false
Bizimply API;http://www.bizimply.com/blog.html;-;false;;false
Bizo BizAudience API;null;No link;false;;false
Bizodo & DocuSign Integration;null;No link;false;;false
Bizowie API;null;No link;false;;false
Black Book Online API;null;No link;false;;false
Black Country History API;null;No link;false;;false
Black Lotus Project Price Ticker API;http://blacklotusproject.com/blog/;-;true;http://blacklotusproject.com;true
Black Swan Events;null;No link;false;;false
BlackLocus API;http://resources.blacklocus.com/blog/;-;true;http://blacklocus.com;true
Blackandwhite;null;No link;false;;false
Blackboard Collaborate API;http://blog.blackboard.com/;-;false;;false
BlahBlahBleh;null;No link;false;;false
Blake.lt API;null;No link;false;;false
BlankSlate API;http://blog.blankslate.com/;-;true;http://blankslate.com;true
Blast Ramp API;null;No link;false;;false
BlastCasta Feed API;http://www.blastcasta.com/blog.aspx;java.net.UnknownHostException;true;http://com;false
BlastFollow;null;No link;false;;false
BlazeMeter API;http://blazemeter.com/blog;java.net.UnknownHostException;true;http://blazemeter.com;false
BleacherWeather;null;No link;false;;false
Bleeoo;null;No link;false;;false
Blekko API;http://blog.blekko.com/;-;true;http://blekko.com;true
Blellow API;http://blog.blellow.com/;-;false;;false
Blesta API;http://www.blesta.com/blog/;-;false;;false
Blimp API;http://blog.getblimp.com/;-;false;;false
Blink-182 Neighborhoods;null;No link;false;;false
BlinkCampaign API;http://www.blinkcampaign.com/index.php/email-marketing-bl...;java.net.UnknownHostException;true;http://www.blinkcampaign.com;false
BlinkMap API;null;No link;false;;false
BlinkSend API;null;No link;false;;false
Blinksale;null;No link;false;;false
Blinksale;null;No link;false;;false
Blinksale API;http://www.blinksale.com/blog/;-;false;;false
Blinkx API;null;No link;false;;false
Blip A Deal API;http://blog.blipadeal.com/;-;true;http://blipadeal.com;true
Blip Your Tweets;null;No link;false;;false
Blip.fm;null;No link;false;;false
Blip.fm API;http://Blip.fm_site_blog;java.net.UnknownHostException;false;;false
Blip.tv API;null;No link;false;;false
Blipea API;http://blipea.blogspot.com/;-;true;http://blogspot.com;true
Blipfoto API;http://blipfoto.com/blog;java.net.UnknownHostException;true;http://blipfoto.com;false
Blippex Firehose API;http://blippex.github.io/;-;false;;false
Blippy API;null;No link;false;;false
Blipscape API;null;No link;false;;false
Blipstar;null;No link;false;;false
Blitline API;null;No link;false;;false
Blizzalert;null;No link;false;;false
Blizzalert;null;No link;false;;false
Blizzard Community Platform API;null;No link;false;;false
BloXoo API;null;No link;false;;false
Blobbr API;http://blog.blobbr.com/;-;true;http://blobbr.com;true
Block Avenue Neighborhood Reviews API;http://blog.blockavenue.com;java.net.UnknownHostException;true;http://blockavenue.com;false
Block Chain Roulette API;null;No link;false;;false
Block Disposable Email API;null;No link;false;;false
BlockBeacon API;http://blog.blockbeacon.com/;-;true;http://blockbeacon.com;true
BlockChalk API;http://blog.blockchalk.com/;-;true;http://blockchalk.com;true
BlockPeople Music;null;No link;false;;false
BlockRocker;null;No link;false;;false
BlockScore API;https://blockscore.com/blog;-;true;https://blockscore.com;true
BlockWild;null;No link;false;;false
BlockWild Facebook Map Application;null;No link;false;;false
Blockchain Block Explorer API;null;No link;false;;false
Blockr.io API;null;No link;false;;false
Blocks and Lots;null;No link;false;;false
Blocksi API;null;No link;false;;false
Blog Juice;null;No link;false;;false
Blog Posting from Box.net;null;No link;false;;false
Blog Ranking;null;No link;false;;false
Blog Value Calculator;null;No link;false;;false
Blog on a Map;null;No link;false;;false
Blog2Print;null;No link;false;;false
BlogCatalog API;http://blog.blogcatalog.com/;-;true;http://blogcatalog.com;true
BlogMap;null;No link;false;;false
BlogPingr API;null;No link;false;;false
BlogSpam.net API;null;No link;false;;false
BlogUSphere Moods;null;No link;false;;false
Blogabond World Map;null;No link;false;;false
Blogabond.com;null;No link;false;;false
Blogama (IPInfoDB) API;null;No link;false;;false
Blogger API;null;No link;false;;false
Bloglines API;null;No link;false;;false
Bloglines Notifier;null;No link;false;;false
Blogmarks API;null;No link;false;;false
Blogwise API;null;No link;false;;false
BlooSee - for sea-lovers, by sea-lovers;null;No link;false;;false
Bloomberg API;null;No link;false;;false
Blosh;null;No link;false;;false
Blotter Dapp Service;null;No link;false;;false
Blubrry API;http://blog.blubrry.com;javax.net.ssl.SSLHandshakeException;true;http://blubrry.com;false
Blue Button Connector API;http://healthit.gov/buzz-blog/;javax.net.ssl.SSLHandshakeException;false;;false
Blue Dot API;null;No link;false;;false
Blue Home Finder;null;No link;false;;false
Blue Mountains Development Applications API;null;No link;false;;false
Blue One Realty Florida;null;No link;false;;false
Blue One Realty Related Directory;null;No link;false;;false
BlueFolder API;http://blog.bluefolder.com/;java.net.UnknownHostException;true;http://bluefolder.com;false
BlueHire;null;No link;false;;false
BlueKai API;http://blogs.bluekai.com/;-;true;http://bluekai.com;true
BlueMailCentral Postal API;null;No link;false;;false
BlueMelon API;null;No link;false;;false
BlueOkapi;null;No link;false;;false
BlueService API;http://blog.bluefolder.com/;java.net.UnknownHostException;true;http://bluefolder.com;false
BlueSnap Buy Anyware API;null;No link;false;;false
BlueTarp Authorization API;null;No link;false;;false
BlueVia Advertising API;null;No link;false;;false
BlueVia SMS API;http://blog.bluevia.com/;-;true;http://bluevia.com;true
BlueVia User Context API;null;No link;false;;false
Bluebox Blocks API;null;No link;false;;false
Blueding API;null;No link;false;;false
Bluefin Technology Partners API;null;No link;false;;false
Blueleaf API;http://blog.blueleaf.com/category/savings-investments/;-;true;http://blueleaf.com;true
Bluemapia;null;No link;false;;false
Bluevia Location API;http://blog.bluevia.com/;-;true;http://bluevia.com;true
Bluevia MMS API;http://blog.bluevia.com/;-;true;http://bluevia.com;true
Bluevia Mobile Payment API;http://blog.bluevia.com/;-;true;http://bluevia.com;true
Blurb API;null;No link;false;;false
Bluth Radio;null;No link;false;;false
Bluyah API;null;No link;false;;false
Bnter API;http://bnterbanter.tumblr.com/;-;true;http://tumblr.com;true
BoardGameGeek API;null;No link;false;;false
BoardTrail;null;No link;false;;false
Bobik API;null;No link;false;;false
Boddit;null;No link;false;;false
BodyMedia API;http://blog.bodymedia.com/;java.net.UnknownHostException;true;http://bodymedia.com;false
Bogozo Real Estate Search;null;No link;false;;false
Boingnet API;null;No link;false;;false
Bol.com API;http://developers.bol.com;-;true;http://bol.com;true
Boldchat API;null;No link;false;;false
BoligMap.dk - huse til salg;null;No link;false;;false
Boliga Denmark;null;No link;false;;false
Boliven Patents API;null;No link;false;;false
Boliven Publications API;null;No link;false;;false
Bollywood API;null;No link;false;;false
BonFIRE API;null;No link;false;;false
Bonanza Bonapitit API;http://www.bonanza.com/blog;java.net.UnknownHostException;true;http://bonanza.com;false
Bonanzle API;http://www.bonanzle.com/blogs;-;true;http://bonanzle.com;true
Bongo API;null;No link;false;;false
Bongo International API;http://blog.bongous.com/;javax.net.ssl.SSLHandshakeException;true;http://bongous.com;false
Bongo Live API;http://blog.bongolive.co.tz/;-;true;http://bongolive.co.tz;true
Bonsai API;null;No link;false;;false
Bontq;null;No link;false;;false
Bontq API;null;No link;false;;false
Bonus.ly API;http://blog.bonus.ly/;-;true;http://bonus.ly;true
Boo-box API;null;No link;false;;false
BooRah Restaurant Search API;http://blog.boorah.com/;-;true;http://boorah.com;true
Book Glutton API;null;No link;false;;false
Book Sale Scout;null;No link;false;;false
Book vs Movie;null;No link;false;;false
Book-Current;null;No link;false;;false
BookBargain;null;No link;false;;false
BookBump;null;No link;false;;false
BookDip - Kindle Ebook Deals;null;No link;false;;false
BookFresh;null;No link;false;;false
BookIt API;null;No link;false;;false
BookJetty;null;No link;false;;false
BookMooch API;null;No link;false;;false
Bookabach API;null;No link;false;;false
Bookalizer;null;No link;false;;false
Booker API;http://www.booker.com/company/blog;java.net.UnknownHostException;true;http://booker.com;false
Bookflavor;null;No link;false;;false
Bookhu;null;No link;false;;false
Bookie API;null;No link;false;;false
Booking Experts API;null;No link;false;;false
BookingBug API;http://www.bookingbug.com/blog;-;true;http://bookingbug.com;true
BookingCenter Booking Engine API;null;No link;false;;false
BookingMarkets API;null;No link;false;;false
BookingSync API;null;No link;false;;false
Bookitit API;http://www.bookitit.com/blog_sistema_reservas_y_agenda_on...;java.net.UnknownHostException;true;http://com;false
Bookleteer API;http://bookleteer.com/blog/;java.net.UnknownHostException;true;http://bookleteer.com;false
Bookmaplet;null;No link;false;;false
Bookmark Cleaner;null;No link;false;;false
Bookmarks inSuggest;null;No link;false;;false
Bookn, Japanese eBook Search for Windows Mobile;null;No link;false;;false
